"id","case_number","date","block","iucr","primary_type","description","location_description","arrest","domestic","beat","district","ward","community_area","fbi_code","x_coordinate","y_coordinate","year","updated_on","latitude","longitude","location"
"13448181","JH245420","2024-04-30T21:00:00.000","025XX S ST LOUIS AVE","0520","ASSAULT","AGGRAVATED - KNIFE / CUTTING INSTRUMENT","APARTMENT","false","true","1024","010","22","30","04A","1153442","1886870","2024","2024-05-08T15:41:27.000","41.845412192","-87.712377413","
,  
(41.845412192, -87.712377413)"
"13446606","JH246434","2024-04-30T21:00:00.000","016XX N BOSWORTH AVE","0930","MOTOR VEHICLE THEFT","THEFT / RECOVERY - AUTOMOBILE","STREET","false","false","1433","014","32","24","07","1165740","1911006","2024","2024-05-08T15:41:27.000","41.911390452","-87.666556909","
,  
(41.911390452, -87.666556909)"
"13445997","JH245346","2024-04-30T21:00:00.000","086XX S ASHLAND AVE","0820","THEFT","$500 AND UNDER","GAS STATION","false","false","0614","006","21","71","06","1167181","1847361","2024","2024-05-08T15:41:27.000","41.736711088","-87.663087144","
,  
(41.736711088, -87.663087144)"
"13445991","JH245594","2024-04-30T21:00:00.000","018XX S DRAKE AVE","1320","CRIMINAL DAMAGE","TO VEHICLE","STREET","false","false","1021","010","24","29","14","1153001","1890633","2024","2024-05-08T15:41:27.000","41.855747051","-87.713896231","
,  
(41.855747051, -87.713896231)"
"13445890","JH245426","2024-04-30T21:00:00.000","080XX S MARYLAND AVE","0650","BURGLARY","HOME INVASION","APARTMENT","false","true","0631","006","8","44","05","1183298","1851901","2024","2024-05-08T15:41:27.000","41.748809737","-87.603899033","
,  
(41.748809737, -87.603899033)"
"13453057","JH254306","2024-04-30T21:00:00.000","018XX S KARLOV AVE","1320","CRIMINAL DAMAGE","TO VEHICLE","STREET","false","true","1012","010","24","29","14",,,"2024","2024-05-08T15:41:27.000",,,
"13449689","JH250220","2024-04-30T21:00:00.000","007XX W BRIAR PL","3960","INTIMIDATION","INTIMIDATION","APARTMENT","false","false","1934","019","44","6","08A","1170816","1921147","2024","2024-05-08T15:41:27.000","41.93910804","-87.647611531","
,  
(41.93910804, -87.647611531)"
"13447542","JH247528","2024-04-30T21:00:00.000","036XX N OAKLEY AVE","0810","THEFT","OVER $500","STREET","false","false","1921","019","47","5","06","1160389","1924105","2024","2024-05-08T15:41:27.000","41.947447447","-87.685851332","
,  
(41.947447447, -87.685851332)"
"13445804","JH245358","2024-04-30T20:59:00.000","011XX S JEFFERSON ST","502R","OTHER OFFENSE","VEHICLE TITLE / REGISTRATION OFFENSE","STREET","false","false","0124","001","28","28","26","1172500","1895054","2024","2024-05-08T15:41:27.000","41.867470297","-87.64219506","
,  
(41.867470297, -87.64219506)"
"13453096","JH253840","2024-04-30T20:58:00.000","0000X S STATE ST","0860","THEFT","RETAIL THEFT","DEPARTMENT STORE","false","false","0112","001","34","32","06",,,"2024","2024-05-08T15:41:27.000",,,
"13447248","JH247064","2024-04-30T20:50:00.000","012XX N LA SALLE DR","1310","CRIMINAL DAMAGE","TO PROPERTY","APARTMENT","false","false","1821","018","2","8","14","1174911","1908554","2024","2024-05-08T15:41:27.000","41.904461469","-87.63293948","
,  
(41.904461469, -87.63293948)"
"13445732","JH245350","2024-04-30T20:45:00.000","111XX S VERNON AVE","0486","BATTERY","DOMESTIC BATTERY SIMPLE","STREET","false","true","0531","005","9","49","08B","1181220","1831281","2024","2024-05-08T15:41:27.000","41.692273984","-87.612146482","
,  
(41.692273984, -87.612146482)"
"13445949","JH245393","2024-04-30T20:45:00.000","047XX S KOSTNER AVE","0910","MOTOR VEHICLE THEFT","AUTOMOBILE","STREET","false","false","0815","008","14","57","07","1147824","1872856","2024","2024-05-08T15:41:27.000","41.807065419","-87.733354235","
,  
(41.807065419, -87.733354235)"
"13445725","JH245328","2024-04-30T20:40:00.000","062XX W 63RD PL","2820","OTHER OFFENSE","TELEPHONE THREAT","RESIDENCE","false","false","0812","008","13","64","08A","1135865","1861765","2024","2024-05-08T15:41:27.000","41.776850455","-87.777480035","
,  
(41.776850455, -87.777480035)"
"13447918","JH247491","2024-04-30T20:40:00.000","029XX W ADDISON ST","0860","THEFT","RETAIL THEFT","DEPARTMENT STORE","false","false","1733","017","33","21","06","1155975","1923781","2024","2024-05-08T15:41:27.000","41.946648722","-87.702084879","
,  
(41.946648722, -87.702084879)"
"13446722","JH245972","2024-04-30T20:38:00.000","017XX N MILWAUKEE AVE","0860","THEFT","RETAIL THEFT","TAVERN / LIQUOR STORE","false","false","1434","014","32","24","06","1161914","1911347","2024","2024-05-08T15:41:27.000","41.912406937","-87.680602833","
,  
(41.912406937, -87.680602833)"
"13445717","JH245329","2024-04-30T20:30:00.000","066XX S ASHLAND AVE","0810","THEFT","OVER $500","STREET","false","false","0725","007","16","67","06","1166813","1860738","2024","2024-05-08T15:41:27.000","41.773427282","-87.66405412","
,  
(41.773427282, -87.66405412)"
"13446556","JH246502","2024-04-30T20:30:00.000","052XX W MADISON ST","0910","MOTOR VEHICLE THEFT","AUTOMOBILE","VACANT LOT / LAND","false","false","1522","015","37","25","07","1141298","1899518","2024","2024-05-08T15:41:27.000","41.880352312","-87.756633358","
,  
(41.880352312, -87.756633358)"
"13448940","JH248378","2024-04-30T20:30:00.000","007XX N Clark St","0810","THEFT","OVER $500","RESIDENCE - GARAGE","false","false","1832","018","42","8","06","1175400","1905482","2024","2024-05-08T15:41:27.000","41.896020778","-87.631235617","
,  
(41.896020778, -87.631235617)"
"13445811","JH245326","2024-04-30T20:30:00.000","083XX S BURLEY AVE","0454","BATTERY","AGGRAVATED P.O. - HANDS, FISTS, FEET, NO / MINOR INJURY","ALLEY","false","false","0424","004","10","46","08B","1199262","1850229","2024","2024-05-08T15:41:27.000","41.743835385","-87.545458349","
,  
(41.743835385, -87.545458349)"
"13451105","JH245530","2024-04-30T20:30:00.000","021XX W OHIO ST","0910","MOTOR VEHICLE THEFT","AUTOMOBILE","STREET","false","false","1221","012","36","24","07","1162050","1903990","2024","2024-05-08T15:41:27.000","41.892215925","-87.680308947","
,  
(41.892215925, -87.680308947)"
"13445788","JH245320","2024-04-30T20:25:00.000","008XX N MASSASOIT AVE","1320","CRIMINAL DAMAGE","TO VEHICLE","STREET","false","true","1511","015","29","25","14","1137875","1905048","2024","2024-05-08T15:41:27.000","41.895589775","-87.769068924","
,  
(41.895589775, -87.769068924)"
"13446085","JH245777","2024-04-30T20:23:00.000","015XX S AVERS AVE","0910","MOTOR VEHICLE THEFT","AUTOMOBILE","VEHICLE NON-COMMERCIAL","false","false","1014","010","24","29","07","1150965","1892105","2024","2024-05-08T15:41:27.000","41.859826458","-87.721330884","
,  
(41.859826458, -87.721330884)"
"13445708","JH245307","2024-04-30T20:21:00.000","051XX N NORTHWEST HWY","0460","BATTERY","SIMPLE","CHA HALLWAY / STAIRWELL / ELEVATOR","false","false","1623","016","45","11","08B","1138301","1933728","2024","2024-05-08T15:41:27.000","41.974283015","-87.766808231","
,  
(41.974283015, -87.766808231)"
"13446239","JH245631","2024-04-30T20:20:00.000","067XX S MARSHFIELD AVE","0820","THEFT","$500 AND UNDER","VEHICLE NON-COMMERCIAL","false","false","0725","007","16","67","06","1166500","1860114","2024","2024-05-08T15:41:27.000","41.771721623","-87.665219278","
,  
(41.771721623, -87.665219278)"
"13445671","JH245272","2024-04-30T20:20:00.000","006XX N WABASH AVE","1330","CRIMINAL TRESPASS","TO LAND","OTHER (SPECIFY)","true","false","1834","018","42","8","26","1176631","1904280","2024","2024-05-08T15:41:27.000","41.892694698","-87.626750816","
,  
(41.892694698, -87.626750816)"
"13450861","JH251237","2024-04-30T20:19:00.000","064XX N SHERIDAN RD","0860","THEFT","RETAIL THEFT","DEPARTMENT STORE","false","false","2432","024","49","1","06","1167108","1942847","2024","2024-05-08T15:41:27.000","41.998734156","-87.660613118","
,  
(41.998734156, -87.660613118)"
"13450844","JH251236","2024-04-30T20:19:00.000","064XX N SHERIDAN RD","0860","THEFT","RETAIL THEFT","DEPARTMENT STORE","false","false","2432","024","49","1","06","1167108","1942847","2024","2024-05-08T15:41:27.000","41.998734156","-87.660613118","
,  
(41.998734156, -87.660613118)"
"13445602","JH245295","2024-04-30T20:15:00.000","008XX W 59TH ST","0560","ASSAULT","SIMPLE","STREET","false","true","0712","007","16","68","08A","1171833","1865730","2024","2024-05-08T15:41:27.000","41.78701723","-87.645505595","
,  
(41.78701723, -87.645505595)"
"13446208","JH245866","2024-04-30T20:15:00.000","079XX S HERMITAGE AVE","0320","ROBBERY","STRONG ARM - NO WEAPON","ALLEY","false","false","0611","006","17","71","03","1166058","1852122","2024","2024-05-08T15:41:27.000","41.749799891","-87.667066415","
,  
(41.749799891, -87.667066415)"
"13445695","JH245303","2024-04-30T20:15:00.000","011XX N SACRAMENTO AVE","0580","STALKING","SIMPLE","APARTMENT","false","true","1211","012","26","24","08A","1156178","1907355","2024","2024-05-08T15:41:27.000","41.901570399","-87.701783389","
,  
(41.901570399, -87.701783389)"
"13445809","JH245287","2024-04-30T20:14:00.000","046XX N MARINE DR","0520","ASSAULT","AGGRAVATED - KNIFE / CUTTING INSTRUMENT","PARK PROPERTY","false","false","1914","019","46","3","04A","1170433","1930934","2024","2024-05-08T15:41:27.000","41.965972307","-87.648731817","
,  
(41.965972307, -87.648731817)"
"13446740","JH245961","2024-04-30T20:13:00.000","027XX N CLARK ST","0860","THEFT","RETAIL THEFT","SMALL RETAIL STORE","false","false","1935","019","43","7","06","1171615","1918633","2024","2024-05-08T15:41:27.000","41.932191946","-87.64474923","
,  
(41.932191946, -87.64474923)"
"13445705","JH245300","2024-04-30T20:10:00.000","035XX N HARLEM AVE","0560","ASSAULT","SIMPLE","RESTAURANT","false","false","1631","016","38","17","08A","1127447","1922722","2024","2024-05-08T15:41:27.000","41.94427135","-87.80697091","
,  
(41.94427135, -87.80697091)"
"13445935","JH245294","2024-04-30T20:10:00.000","068XX S MICHIGAN AVE","0486","BATTERY","DOMESTIC BATTERY SIMPLE","APARTMENT","false","true","0322","003","6","69","08B","1178342","1859705","2024","2024-05-08T15:41:27.000","41.770338643","-87.621822976","
,  
(41.770338643, -87.621822976)"
"13447077","JH245950","2024-04-30T20:09:00.000","006XX W GRACE ST","4387","OTHER OFFENSE","VIOLATE ORDER OF PROTECTION","APARTMENT","false","true","1925","019","46","6","26","1171046","1925829","2024","2024-05-08T15:41:27.000","41.951950569","-87.646628367","
,  
(41.951950569, -87.646628367)"
"13445707","JH245304","2024-04-30T20:08:00.000","065XX S LAFLIN ST","0560","ASSAULT","SIMPLE","SIDEWALK","false","false","0725","007","16","67","08A","1167459","1861433","2024","2024-05-08T15:41:27.000","41.775320631","-87.661666131","
,  
(41.775320631, -87.661666131)"
"13445750","JH245299","2024-04-30T20:05:00.000","037XX W PIPPIN ST","0486","BATTERY","DOMESTIC BATTERY SIMPLE","RESIDENCE","true","true","0833","008","18","70","08B","1152934","1853415","2024","2024-05-08T15:41:27.000","41.753616913","-87.715124739","
,  
(41.753616913, -87.715124739)"
"13445785","JH245314","2024-04-30T20:04:00.000","026XX N CLARK ST","0460","BATTERY","SIMPLE","DEPARTMENT STORE","true","false","1935","019","43","7","08B","1171818","1918166","2024","2024-05-08T15:41:27.000","41.930906002","-87.644017035","
,  
(41.930906002, -87.644017035)"
"13445702","JH245289","2024-04-30T20:03:00.000","080XX S MARYLAND AVE","0486","BATTERY","DOMESTIC BATTERY SIMPLE","APARTMENT","false","true","0631","006","8","44","08B","1183298","1851901","2024","2024-05-08T15:41:27.000","41.748809737","-87.603899033","
,  
(41.748809737, -87.603899033)"
"13445818","JH245313","2024-04-30T20:02:00.000","007XX E 104TH ST","143A","WEAPONS VIOLATION","UNLAWFUL POSSESSION - HANDGUN","STREET","true","false","0512","005","9","50","15","1182815","1836152","2024","2024-05-08T15:41:27.000","41.705603854","-87.606156424","
,  
(41.705603854, -87.606156424)"
"13445953","JH245570","2024-04-30T20:00:00.000","048XX S PAULINA ST","1320","CRIMINAL DAMAGE","TO VEHICLE","STREET","false","false","0931","009","20","61","14","1165825","1872691","2024","2024-05-08T15:41:27.000","41.806248831","-87.667336481","
,  
(41.806248831, -87.667336481)"
"13446031","JH245711","2024-04-30T20:00:00.000","041XX W CERMAK RD","0910","MOTOR VEHICLE THEFT","AUTOMOBILE","STREET","false","false","1013","010","22","29","07","1149013","1889053","2024","2024-05-08T15:41:27.000","41.851489349","-87.728575097","
,  
(41.851489349, -87.728575097)"
"13446109","JH245816","2024-04-30T20:00:00.000","061XX S KOMENSKY AVE","0910","MOTOR VEHICLE THEFT","AUTOMOBILE","STREET","false","false","0813","008","13","65","07","1150422","1863616","2024","2024-05-08T15:41:27.000","41.781659296","-87.724065635","
,  
(41.781659296, -87.724065635)"
"13447354","JH246218","2024-04-30T20:00:00.000","027XX N CLYBOURN AVE","2820","OTHER OFFENSE","TELEPHONE THREAT","DEPARTMENT STORE","false","false","1931","019","32","7","08A","1162901","1918174","2024","2024-05-08T15:41:27.000","41.931120002","-87.676784841","
,  
(41.931120002, -87.676784841)"
"13446196","JH245810","2024-04-30T20:00:00.000","021XX S ST LOUIS AVE","0610","BURGLARY","FORCIBLE ENTRY","APARTMENT","false","false","1024","010","24","29","05","1153429","1889481","2024","2024-05-08T15:41:27.000","41.852577345","-87.712355832","
,  
(41.852577345, -87.712355832)"
"13445706","JH245306","2024-04-30T20:00:00.000","027XX W ROOSEVELT RD","0460","BATTERY","SIMPLE","OTHER (SPECIFY)","false","false","1135","011","28","29","08B","1158071","1894595","2024","2024-05-08T15:41:27.000","41.866517317","-87.695178701","
,  
(41.866517317, -87.695178701)"
"13445722","JH245309","2024-04-30T20:00:00.000","078XX S EUCLID AVE","0560","ASSAULT","SIMPLE","DRIVEWAY - RESIDENTIAL","false","false","0414","004","8","43","08A","1190563","1853373","2024","2024-05-08T15:41:27.000","41.752676943","-87.577230398","
,  
(41.752676943, -87.577230398)"
"13446873","JH245334","2024-04-30T20:00:00.000","0000X W 87TH ST","0460","BATTERY","SIMPLE","CTA BUS","false","false","0634","006","21","44","08B","1177549","1847286","2024","2024-05-08T15:41:27.000","41.736277427","-87.62510451","
,  
(41.736277427, -87.62510451)"
"13446403","JH246185","2024-04-30T20:00:00.000","052XX W POLK ST","0910","MOTOR VEHICLE THEFT","AUTOMOBILE","STREET","false","false","1522","015","29","25","07","1141573","1895802","2024","2024-05-08T15:41:27.000","41.870150056","-87.755715398","
,  
(41.870150056, -87.755715398)"
"13447370","JH247293","2024-04-30T20:00:00.000","032XX W CATALPA AVE","1320","CRIMINAL DAMAGE","TO VEHICLE","STREET","false","false","1712","017","39","13","14","1153558","1936368","2024","2024-05-08T15:41:27.000","41.981236749","-87.710632846","
,  
(41.981236749, -87.710632846)"
"13447969","JH246997","2024-04-30T20:00:00.000","013XX N WOOD ST","0820","THEFT","$500 AND UNDER","RESIDENCE","false","false","1424","014","1","24","06","1164196","1908908","2024","2024-05-08T15:41:27.000","41.905666191","-87.672288445","
,  
(41.905666191, -87.672288445)"
"13445773","JH245266","2024-04-30T19:52:00.000","001XX E 120TH PL","0560","ASSAULT","SIMPLE","STREET","false","false","0532","005","9","53","08A","1179225","1825091","2024","2024-05-08T15:41:27.000","41.675333321","-87.619638174","
,  
(41.675333321, -87.619638174)"
"13446820","JH245323","2024-04-30T19:51:00.000","012XX W 103RD ST","0486","BATTERY","DOMESTIC BATTERY SIMPLE","STREET","false","true","2232","022","21","73","08B","1169706","1836487","2024","2024-05-08T15:41:27.000","41.706816884","-87.654150648","
,  
(41.706816884, -87.654150648)"
"13446145","JH245902","2024-04-30T19:50:00.000","040XX W PALMER ST","0910","MOTOR VEHICLE THEFT","AUTOMOBILE","STREET","false","false","2525","025","35","20","07","1148874","1914311","2024","2024-05-08T15:41:27.000","41.92080276","-87.728431794","
,  
(41.92080276, -87.728431794)"
"13445720","JH245318","2024-04-30T19:45:00.000","014XX S LAWNDALE AVE","0460","BATTERY","SIMPLE","STREET","false","false","1011","010","24","29","08B","1151942","1892799","2024","2024-05-08T15:41:27.000","41.861711708","-87.717726299","
,  
(41.861711708, -87.717726299)"
"13447944","JH246977","2024-04-30T19:44:00.000","051XX S LAKE PARK AVE","0860","THEFT","RETAIL THEFT","DEPARTMENT STORE","false","false","0234","002","4","41","06","1187537","1871358","2024","2024-05-08T15:41:27.000","41.802101704","-87.587747851","
,  
(41.802101704, -87.587747851)"
"13445701","JH245243","2024-04-30T19:41:00.000","032XX W DOUGLAS BLVD","143A","WEAPONS VIOLATION","UNLAWFUL POSSESSION - HANDGUN","SIDEWALK","true","false","1022","010","24","29","15","1154825","1893104","2024","2024-05-08T15:41:27.000","41.862491447","-87.707135078","
,  
(41.862491447, -87.707135078)"
"13445698","JH245297","2024-04-30T19:40:00.000","029XX S PULASKI RD","0460","BATTERY","SIMPLE","STREET","false","false","1031","010","22","30","08B","1150190","1884185","2024","2024-05-08T15:41:27.000","41.838108109","-87.72438187","
,  
(41.838108109, -87.72438187)"
"13445579","JH245232","2024-04-30T19:38:00.000","037XX W FERDINAND ST","2027","NARCOTICS","POSSESS - CRACK","ALLEY","true","false","1122","011","27","23","18","1151501","1903075","2024","2024-05-08T15:41:27.000","41.889918847","-87.719075186","
,  
(41.889918847, -87.719075186)"
"13447963","JH247871","2024-04-30T19:35:00.000","003XX S WASHTENAW AVE","1153","DECEPTIVE PRACTICE","FINANCIAL IDENTITY THEFT OVER $ 300",,"false","false","1125","011","28","27","11","1158436","1898241","2024","2024-05-08T15:41:27.000","41.876514847","-87.693739012","
,  
(41.876514847, -87.693739012)"
"13446583","JH246588","2024-04-30T19:30:00.000","079XX S CHAPPEL AVE","0820","THEFT","$500 AND UNDER","STREET","false","false","0414","004","8","46","06","1191246","1852728","2024","2024-05-08T15:41:27.000","41.750890509","-87.574748368","
,  
(41.750890509, -87.574748368)"
"13445684","JH245270","2024-04-30T19:30:00.000","050XX S MICHIGAN AVE","0460","BATTERY","SIMPLE","OTHER (SPECIFY)","false","false","0224","002","3","38","08B","1178008","1871738","2024","2024-05-08T15:41:27.000","41.803365964","-87.622682706","
,  
(41.803365964, -87.622682706)"
"13446107","JH245723","2024-04-30T19:30:00.000","051XX W DAKIN ST","0820","THEFT","$500 AND UNDER","STREET","false","false","1634","016","45","15","06","1141347","1925762","2024","2024-05-08T15:41:27.000","41.952367803","-87.755804503","
,  
(41.952367803, -87.755804503)"
"13445947","JH245359","2024-04-30T19:30:00.000","013XX W 76TH ST","1320","CRIMINAL DAMAGE","TO VEHICLE","STREET","false","false","0612","006","17","71","14","1168681","1854376","2024","2024-05-08T15:41:27.000","41.755929033","-87.657389725","
,  
(41.755929033, -87.657389725)"
"13445577","JH245249","2024-04-30T19:28:00.000","047XX W ERIE ST","2026","NARCOTICS","POSSESS - PCP","VACANT LOT / LAND","true","false","1111","011","28","25","18","1144638","1903893","2024","2024-05-08T15:41:27.000","41.892295584","-87.7442588","
,  
(41.892295584, -87.7442588)"
